display_first_last,birthdate,school,country,height,weight,season_exp,jersey,position,rosterstatus,team_name,draft_year,draft_round,draft_number,greatest_75_flag
Pablo Prigioni,1977-05-17 00:00:00,Baskonia,Argentina,6-3,185.0,5.0,9,Guard,Inactive,Knicks,Undrafted,Undrafted,Undrafted,N
Tayshaun Prince,1980-02-28 00:00:00,Kentucky,USA,6-9,212.0,15.0,12,Forward,Inactive,Pistons,2002,1,23,N
Joel Przybilla,1979-10-10 00:00:00,Minnesota,USA,7-1,245.0,14.0,10,Center,Inactive,Trail Blazers,2000,1,9,N
Neemias Queta,1999-07-13 00:00:00,Utah State,Portugal,7-0,248.0,1.0,88,Center,Active,Kings,2021,2,39,N
Bob Quick,1946-03-05 00:00:00,Xavier,USA,6-5,215.0,4.0,14,Forward,Inactive,Pistons,1968,2,18,N
Brian Quinnett,1966-05-30 00:00:00,Washington State,USA,6-8,235.0,3.0,23,Guard,Inactive,Knicks,1989,2,50,N
Mark Radford,1959-07-05 00:00:00,Oregon State,USA,6-4,190.0,2.0,30,Guard,Inactive,SuperSonics,1981,3,53,N
Vladimir Radmanovic,1980-11-19 00:00:00,FMP,Serbia,6-10,235.0,13.0,77,Forward,Inactive,SuperSonics,2001,1,12,N
Ray Radziszewski,1935-03-01 00:00:00,St. Joseph's (PA),USA,6-5,210.0,1.0,19,Forward,Inactive,Warriors,1957,4,30,N
Ray Ragelis,1928-12-10 00:00:00,Northwestern,USA,6-4,205.0,1.0,18,Forward,Inactive,Royals,1951,2,17,N
Sherwin Raiken,1928-10-29 00:00:00,Villanova,USA,6-2,185.0,1.0,5,Guard,Inactive,Knicks,Undrafted,Undrafted,Undrafted,N
Ed Rains,1956-12-24 00:00:00,South Alabama,USA,6-7,190.0,2.0,15,Forward,Inactive,Spurs,1981,2,30,N
Igor Rakocevic,1978-03-29 00:00:00,Buducnost,Serbia,6-2,184.0,2.0,36,Guard,Inactive,Timberwolves,2000,2,51,N
Frank Ramsey,1931-07-13 00:00:00,Kentucky,USA,6-3,190.0,9.0,23,Forward,Inactive,Celtics,1953,1,5,N
Mark Randall,1967-09-30 00:00:00,Kansas,USA,6-8,235.0,4.0,42,Forward,Inactive,Timberwolves,1991,1,26,N
Julius Randle,1994-11-29 00:00:00,Kentucky,USA,6-8,250.0,8.0,30,Forward-Center,Active,Knicks,2014,1,7,N
Zach Randolph,1981-07-16 00:00:00,Michigan State,USA,6-9,250.0,18.0,50,Forward,Inactive,Grizzlies,2001,1,19,N
Wally Rank,1958-03-01 00:00:00,San Jose State,USA,6-6,220.0,1.0,30,Forward,Inactive,Clippers,1980,5,99,N
Sam Ranzino,1927-06-21 00:00:00,North Carolina State,USA,6-1,185.0,1.0,3,Guard,Inactive,Royals,1951,1,8,N
Blair Rasmussen,1962-11-13 00:00:00,Oregon,USA,6-4,172.0,8.0,41,Forward,Inactive,Nuggets,1985,1,15,N
George Ratkovicz,1922-11-13 00:00:00,Lindblom HS (IL),USA,6-7,220.0,6.0,13,Forward,Inactive,Nationals,Undrafted,Undrafted,Undrafted,N
Theo Ratliff,1973-04-17 00:00:00,Wyoming,USA,6-10,235.0,17.0,50,Center,Inactive,76ers,1995,1,18,N
Andy Rautins,1986-11-02 00:00:00,Syracuse,USA,6-4,190.0,2.0,11,Guard,Inactive,Knicks,2010,2,38,N
Don Ray,1921-07-08 00:00:00,Western Kentucky,USA,6-5,190.0,1.0,96,Forward,Inactive,Blackhawks,1948,1,11,N
Jamesearl Ray,1957-07-27 00:00:00,Jacksonville,USA,6-8,215.0,3.0,43,Forward,Inactive,Nuggets,1980,1,5,N
Craig Raymond,1945-04-05 00:00:00,Brigham Young,USA,6-11,235.0,1.0,20,Center,Inactive,76ers,1967,1,12,N
Zeljko Rebraca,1972-04-09 00:00:00,Panathinaikos,Serbia,7-0,265.0,6.0,11,Center,Inactive,Pistons,1994,2,54,N
Michael Redd,1979-08-24 00:00:00,Ohio State,USA,6-6,215.0,13.0,22,Guard,Inactive,Bucks,2000,2,43,N
Marlon Redmond,1955-04-15 00:00:00,San Francisco,USA,6-6,188.0,2.0,4,Guard,Inactive,Kings,1977,3,60,N
Hub Reed,1936-10-04 00:00:00,Oklahoma City,USA,6-9,215.0,7.0,20-23,Center,Inactive,Royals,1958,2,14,N
Ron Reed,1942-11-02 00:00:00,Notre Dame,USA,6-5,205.0,2.0,20,Forward,Inactive,Pistons,1965,3,20,N
Bryant Reeves,1973-06-08 00:00:00,Oklahoma State,USA,7-0,290.0,6.0,50,Center,Inactive,Grizzlies,1995,1,6,N
Richie Regan,1930-11-30 00:00:00,Seton Hall,USA,6-2,180.0,3.0,14,Guard,Inactive,Royals,1953,1,4,N
Don Reid,1973-12-30 00:00:00,Georgetown,USA,6-8,250.0,9.0,52,Forward,Inactive,Pistons,1995,2,58,N
Jim Reid,1945-08-03 00:00:00,Winston-Salem State,USA,6-6,210.0,1.0,12,Center,Inactive,76ers,Undrafted,Undrafted,Undrafted,N
Robert Reid,1955-08-30 00:00:00,St. Mary's (TX),USA,6-8,205.0,13.0,50,Forward,Inactive,Rockets,1977,2,40,N
Jared Reiner,1982-04-08 00:00:00,Iowa,USA,6-11,255.0,3.0,55,Center,Inactive,Bucks,Undrafted,Undrafted,Undrafted,N
Efthimios Rentzias,1976-01-11 00:00:00,FC Barcelona,Greece,6-11,250.0,2.0,14,Center,Inactive,76ers,1996,1,23,N
Jerry Reynolds,1962-12-23 00:00:00,Louisiana State,USA,6-8,200.0,8.0,44,Guard,Inactive,Bucks,1985,1,22,N
Jared Rhoden,1999-08-27 00:00:00,Seton Hall,USA,6-6,210.0,0.0,8,Guard,Active,Pistons,Undrafted,Undrafted,Undrafted,N
Clint Richardson,1956-08-07 00:00:00,Seattle,USA,6-3,195.0,8.0,4,Guard,Inactive,76ers,1979,2,36,N
Jeremy Richardson,1984-03-01 00:00:00,Delta State,USA,6-7,195.0,4.0,32,Guard-Forward,Inactive,Hawks,Undrafted,Undrafted,Undrafted,N
Micheal Ray Richardson,1955-04-11 00:00:00,Montana,USA,6-5,189.0,8.0,20,Guard,Inactive,Knicks,1978,1,4,N
Norman Richardson,1977-07-24 00:00:00,Hofstra,USA,6-5,200.0,2.0,31,Guard,Inactive,Bulls,Undrafted,Undrafted,Undrafted,N
John Richter,1937-03-12 00:00:00,North Carolina State,USA,6-9,225.0,1.0,16,Forward,Inactive,Celtics,1959,1,6,N
Jackie Ridgle,1948-02-13 00:00:00,California,USA,6-4,195.0,1.0,23,Guard,Inactive,Cavaliers,1971,3,41,N
Bob Riley,1948-07-06 00:00:00,Mount St. Mary's,USA,6-9,235.0,1.0,12,Forward,Inactive,Hawks,1970,5,82,N
Pat Riley,1945-03-20 00:00:00,Kentucky,USA,6-4,205.0,9.0,12,Guard,Inactive,Lakers,1967,1,7,N
Ron Riley,1950-11-11 00:00:00,Southern California,USA,6-8,195.0,4.0,31,Forward,Inactive,Rockets,1972,3,38,N
Grant Riller,1997-02-08 00:00:00,College of Charleston,USA,6-2,190.0,2.0,7,Guard,Inactive,Hornets,2020,2,56,N
Mike Riordan,1945-07-09 00:00:00,Providence,USA,6-4,200.0,9.0,6,Forward,Inactive,Bullets,1967,12,128,N
Austin Rivers,1992-08-01 00:00:00,Duke,USA,6-4,200.0,10.0,25,Guard,Active,Timberwolves,2012,1,10,N
Rick Roberson,1947-07-07 00:00:00,Cincinnati,USA,6-9,231.0,7.0,50,Center,Inactive,Lakers,1969,1,15,N
Anthony Roberts,1955-04-15 00:00:00,Oral Roberts,USA,6-5,185.0,5.0,30,Forward,Inactive,Nuggets,1977,1,21,N
Brian Roberts,1985-12-03 00:00:00,University of Dayton,USA,6-1,173.0,6.0,22,Guard,Inactive,Pelicans,Undrafted,Undrafted,Undrafted,N
Joe Roberts,1936-05-18 00:00:00,Ohio State,USA,6-6,214.0,3.0,12,Forward,Inactive,Nationals,1960,3,21,N
Alvin Robertson,1962-07-22 00:00:00,Arkansas,USA,6-4,208.0,10.0,7,Guard,Inactive,Spurs,1984,1,7,N
Oscar Robertson,1938-11-24 00:00:00,Cincinnati,USA,6-5,205.0,14.0,14,Guard,Inactive,Royals,1960,1,1,Y
Rick Robey,1956-01-30 00:00:00,Kentucky,USA,6-11,230.0,8.0,8,Center,Inactive,Celtics,1978,1,3,N
Chris Robinson,1974-04-02 00:00:00,Western Kentucky,USA,6-5,200.0,2.0,5,Guard,Inactive,Grizzlies,1996,2,51,N
Cliff T. Robinson,1960-03-13 00:00:00,Southern California,USA,6-9,220.0,11.0,43,Forward,Inactive,Cavaliers,1979,1,11,N
David Robinson,1965-08-06 00:00:00,Navy,USA,7-1,250.0,14.0,50,Center,Inactive,Spurs,1987,1,1,Y
Duncan Robinson,1994-04-22 00:00:00,Michigan,USA,6-7,215.0,4.0,55,Forward,Active,Heat,Undrafted,Undrafted,Undrafted,N
Jackie Robinson,1955-05-20 00:00:00,UNLV,USA,6-6,210.0,3.0,8,Forward,Inactive,SuperSonics,1978,4,67,N
Mitchell Robinson,1998-04-01 00:00:00,Western Kentucky,USA,7-0,240.0,4.0,23,Center-Forward,Active,Knicks,2018,2,36,N
Oliver Robinson,1960-03-13 00:00:00,Alabama-Birmingham,USA,6-4,180.0,1.0,1,Guard,Inactive,Spurs,1982,2,24,N
Orlando Robinson,2000-07-10 00:00:00,Fresno State,USA,6-10,235.0,0.0,25,Center,Active,Heat,Undrafted,Undrafted,Undrafted,N
Truck Robinson,1951-10-04 00:00:00,Tennessee State,USA,6-7,225.0,11.0,21,Forward,Inactive,Suns,1974,2,22,N
Bill Robinzine,1953-01-20 00:00:00,DePaul,USA,6-7,230.0,7.0,52,Forward,Inactive,Kings,1975,1,10,N
Dave Robisch,1949-12-22 00:00:00,Kansas,USA,6-10,235.0,8.0,35,Center,Inactive,Nuggets,1971,3,44,N
David Roddy,2001-03-27 00:00:00,Colorado State,USA,6-4,255.0,0.0,27,Forward,Active,Grizzlies,2022,1,23,N
Sergio Rodriguez,1986-06-12 00:00:00,Estudiantes,Spain,6-3,176.0,6.0,14,Guard,Inactive,Trail Blazers,2006,1,27,N
Lou Roe,1972-07-14 00:00:00,Massachusetts,USA,6-7,220.0,2.0,21,Forward,Inactive,Pistons,1995,2,30,N
Marshall Rogers,1953-08-27 00:00:00,Texas-Pan American,USA,6-1,190.0,1.0,11,Guard,Inactive,Warriors,1976,2,34,N
Rodney Rogers,1971-06-20 00:00:00,Wake Forest,USA,6-7,270.0,13.0,54,Forward,Inactive,Clippers,1993,1,9,N
Magnum Rolle,1986-02-23 00:00:00,Louisiana Tech,Bahamas,6-11,235.0,1.0,25,Forward,Inactive,Hawks,2010,2,51,N
Ryan Rollins,2002-07-03 00:00:00,Toledo,USA,6-3,180.0,0.0,2,Guard,Active,Warriors,2022,2,44,N
Lorenzo Romar,1958-11-13 00:00:00,Washington,USA,6-1,175.0,5.0,14,Guard,Inactive,Warriors,1980,7,141,N
Sean Rooks,1969-09-09 00:00:00,Arizona,USA,6-10,260.0,13.0,45,Center,Inactive,Clippers,1992,2,30,N
Derrick Rose,1988-10-04 00:00:00,Memphis,USA,6-3,200.0,13.0,4,Guard,Active,Knicks,2008,1,1,N
Robert Rose,1964-12-27 00:00:00,George Mason,USA,6-5,180.0,1.0,42,Forward,Inactive,Clippers,Undrafted,Undrafted,Undrafted,N
Alexander Rosenberg,1918-04-07 00:00:00,St. Joseph's (PA),USA,5-10,165.0,1.0,15,Guard,Inactive,Warriors,Undrafted,Undrafted,Undrafted,N
Lennie Rosenbluth,1933-01-22 00:00:00,North Carolina,USA,6-4,190.0,2.0,18,Forward,Inactive,Warriors,1957,1,6,N
Dick Rosenthal,1933-01-20 00:00:00,Notre Dame,USA,6-5,205.0,2.0,15,Forward,Inactive,Pistons,1954,1,4,N
Terrence Ross,1991-02-05 00:00:00,Washington,USA,6-7,206.0,10.0,8,Guard-Forward,Active,Suns,2012,1,8,N
Scott Roth,1963-06-03 00:00:00,Wisconsin,USA,6-8,212.0,3.0,3,Forward,Inactive,Timberwolves,1985,4,82,N
Dan Roundfield,1953-05-26 00:00:00,Central Michigan,USA,6-8,205.0,11.0,5,Forward,Inactive,Hawks,1975,2,28,N
Jim Rowinski,1961-01-04 00:00:00,Purdue,USA,6-8,250.0,2.0,50,Center,Inactive,Heat,1984,4,86,N
Derrick Rowland,1959-06-21 00:00:00,SUNY-Potsdam,USA,6-5,195.0,1.0,12,Forward,Inactive,Bucks,1981,10,211,N
Brandon Roy,1984-07-23 00:00:00,Washington,USA,6-6,211.0,6.0,3,Guard,Inactive,Trail Blazers,2006,1,6,N
Delaney Rudd,1962-11-08 00:00:00,Wake Forest,USA,6-2,180.0,4.0,11,Guard,Inactive,Jazz,1985,4,83,N
John Rudd,1955-08-07 00:00:00,McNeese State,USA,6-7,230.0,1.0,52,Forward,Inactive,Knicks,1978,2,32,N
Michael Ruffin,1977-01-21 00:00:00,Tulsa,USA,6-8,248.0,10.0,51,Forward-Center,Inactive,Wizards,1999,2,32,N
Trevor Ruffin,1970-09-26 00:00:00,Hawaii,USA,6-1,199.0,2.0,8,Guard,Inactive,76ers,Undrafted,Undrafted,Undrafted,N
Jeff Ruland,1958-12-16 00:00:00,Iona,USA,6-10,240.0,8.0,50,Center,Inactive,Bullets,1980,2,25,N
Jerry Rullo,1923-06-23 00:00:00,Temple,USA,5-10,165.0,4.0,7,Guard,Inactive,Warriors,Undrafted,Undrafted,Undrafted,N
Stefano Rusconi,1968-02-10 00:00:00,Benetton Treviso,Italy,6-9,240.0,1.0,51,Forward,Inactive,Suns,1990,2,52,N
Brandon Rush,1985-07-07 00:00:00,Kansas,USA,6-6,225.0,10.0,4,Guard-Forward,Inactive,Pacers,2008,1,13,N
Campy Russell,1952-01-12 00:00:00,Michigan,USA,6-8,215.0,9.0,4,Forward,Inactive,Cavaliers,1974,1,8,N
Frank Russell,1949-04-17 00:00:00,Detroit,USA,6-3,180.0,1.0,34,Guard,Inactive,Bulls,1972,3,35,N
Walker Russell,1982-10-06 00:00:00,Jacksonville State,USA,6-0,170.0,2.0,23,Guard,Inactive,Pistons,1982,4,78,N
Domantas Sabonis,1996-05-03 00:00:00,Gonzaga,Lithuania,7-1,240.0,6.0,10,Forward-Center,Active,Kings,2016,1,11,N
Robert Sacre,1989-06-06 00:00:00,Gonzaga,Canada,7-0,270.0,5.0,50,Center,Inactive,Lakers,2012,2,60,N
Soumaila Samake,1978-03-18 00:00:00,Union Olimpija,Mali,6-10,240.0,3.0,0,Center,Inactive,Nets,2000,2,36,N
Luka Samanic,2000-01-09 00:00:00,Union Olimpija,Croatia,6-10,227.0,3.0,19,Forward,Inactive,Spurs,2019,1,19,N
Jamal Sampson,1983-05-15 00:00:00,California,USA,6-11,235.0,6.0,7,Forward-Center,Inactive,Bobcats,2002,2,46,N
Pepe Sanchez,1977-05-08 00:00:00,Temple,Argentina,6-4,195.0,2.0,6,Guard,Inactive,76ers,Undrafted,Undrafted,Undrafted,N
Frankie Sanders,1957-01-23 00:00:00,Southern,USA,6-6,200.0,2.0,4,Forward,Inactive,Celtics,1978,1,20,N
Jeff Sanders,1966-01-14 00:00:00,Georgia Southern,USA,6-8,225.0,4.0,34,Forward,Inactive,Bulls,1989,1,20,N
Mike Sanders,1960-05-07 00:00:00,UCLA,USA,6-6,210.0,11.0,33,Forward,Inactive,Suns,1982,4,74,N
Daniel Santiago,1976-06-24 00:00:00,St. Vincent,Puerto Rico,7-1,256.0,5.0,15,Center,Inactive,Bucks,Undrafted,Undrafted,Undrafted,N
Wayne Sappleton,1960-11-17 00:00:00,Loyola-Chicago,USA,6-9,215.0,1.0,44,Forward,Inactive,Nets,1982,2,38,N
Olivier Sarr,1999-02-20 00:00:00,Kentucky,France,6-11,240.0,1.0,30,Center,Active,Thunder,Undrafted,Undrafted,Undrafted,N
Jason Sasser,1974-01-13 00:00:00,Texas Tech,USA,6-7,225.0,3.0,23,Forward,Inactive,Grizzlies,1996,2,41,N
Kenny Satterfield,1981-04-10 00:00:00,Cincinnati,USA,6-2,170.0,3.0,11,Guard,Inactive,Nuggets,2001,2,53,N
Woody Sauldsberry,1934-07-11 00:00:00,Texas Southern,USA,6-7,220.0,7.0,18,Forward,Inactive,Warriors,1957,8,60,N
Don Savage,1928-04-09 00:00:00,Le Moyne,USA,6-3,205.0,2.0,15,Forward,Inactive,Nationals,1951,2,14,N
Brian Scalabrine,1978-03-18 00:00:00,Southern California,USA,6-9,235.0,12.0,24,Forward,Inactive,Celtics,2001,2,34,N
Frank Schade,1950-01-22 00:00:00,Wisconsin-Eau Claire,USA,6-1,170.0,1.0,15,Guard,Inactive,Kings,1972,4,53,N
Herm Schaefer,1919-12-20 00:00:00,Indiana,USA,6-0,175.0,2.0,10,Guard,Inactive,Lakers,Undrafted,Undrafted,Undrafted,N
Dolph Schayes,1928-05-19 00:00:00,New York University,USA,6-8,195.0,15.0,4,Forward,Inactive,76ers,1948,1,4,Y
Dave Schellhase,1944-10-14 00:00:00,Purdue,USA,6-3,205.0,2.0,8,Guard,Inactive,Bulls,1966,1,10,N
Luke Schenscher,1981-12-31 00:00:00,Georgia Tech,USA,7-1,265.0,2.0,24,Center,Inactive,Bulls,Undrafted,Undrafted,Undrafted,N
Dwayne Schintzius,1968-10-14 00:00:00,Florida,USA,7-2,285.0,8.0,55,Center,Inactive,Nets,1990,1,24,N
Dale Schlueter,1945-11-12 00:00:00,Colorado State,USA,6-10,225.0,10.0,54,Center,Inactive,Trail Blazers,1967,6,63,N
Dick Schnittker,1928-05-27 00:00:00,Ohio State,USA,6-5,200.0,6.0,15,Forward,Inactive,Lakers,1950,1,4,N
Russ Schoene,1960-04-16 00:00:00,Tennessee-Chattanooga,USA,6-10,210.0,4.0,40,Forward,Inactive,SuperSonics,1982,2,45,N
Dave Scholz,1948-04-12 00:00:00,Illinois,USA,6-8,220.0,1.0,25,Forward,Inactive,76ers,1969,4,56,N
Detlef Schrempf,1963-01-21 00:00:00,Washington,USA,6-10,235.0,16.0,12,Forward,Inactive,SuperSonics,1985,1,8,N
Dennis Schroder,1993-09-15 00:00:00,Braunschweig,Germany,6-1,172.0,9.0,17,Guard,Active,Lakers,2013,1,17,N
Alvin Scott,1955-09-14 00:00:00,Oral Roberts,USA,6-7,185.0,8.0,14,Forward,Inactive,Suns,1977,7,136,N
Brent Scott,1971-06-15 00:00:00,Rice,USA,6-10,250.0,1.0,55,Forward-Center,Inactive,Pacers,Undrafted,Undrafted,Undrafted,N
Dennis Scott,1968-09-05 00:00:00,Georgia Tech,USA,6-8,229.0,10.0,9,Forward,Inactive,Magic,1990,1,4,N
Mike Scott,1988-07-16 00:00:00,Virginia,USA,6-7,237.0,10.0,1,Forward,Inactive,Hawks,2012,2,43,N
Ray Scott,1938-07-12 00:00:00,Portland,USA,6-9,215.0,9.0,31,Forward,Inactive,Pistons,1961,1,4,N
Jay Scrubb,2000-09-01 00:00:00,John A. Logan,USA,6-5,220.0,3.0,0,Guard,Inactive,Clippers,2020,2,55,N
Carey Scurry,1962-12-04 00:00:00,Long Island-Brooklyn,USA,6-7,188.0,3.0,20,Forward,Inactive,Jazz,1985,2,37,N
Dereon Seabron,2000-05-26 00:00:00,North Carolina State,USA,6-5,180.0,0.0,0,Guard,Active,Pelicans,Undrafted,Undrafted,Undrafted,N
Ed Searcy,1952-04-17 00:00:00,St. John's,USA,6-6,210.0,1.0,32,Forward,Inactive,Celtics,1974,5,82,N
Ken Sears,1933-08-17 00:00:00,Santa Clara,USA,6-9,198.0,8.0,17,Forward,Inactive,Knicks,1955,1,4,N
Rony Seikaly,1965-05-10 00:00:00,Syracuse,USA,6-11,253.0,11.0,2,Center,Inactive,Heat,1988,1,9,N
Brad Sellers,1962-12-17 00:00:00,Ohio State,USA,7-0,210.0,6.0,4,Forward,Inactive,Bulls,1986,1,9,N
Phil Sellers,1953-11-20 00:00:00,Rutgers,USA,6-4,195.0,1.0,11,Forward,Inactive,Pistons,1976,3,38,N
Frank Selvy,1932-11-09 00:00:00,Furman,USA,6-2,180.0,9.0,11,Guard,Inactive,Lakers,1954,1,1,N
Mouhamed Sene,1986-05-12 00:00:00,Verviers-Pepinster,Senegal,6-11,230.0,4.0,18,Center,Inactive,Thunder,2006,1,10,N
Alperen Sengun,2002-07-25 00:00:00,Besiktas,Turkey,6-11,243.0,1.0,28,Center,Active,Rockets,2021,1,16,N
Kevin Seraphin,1989-12-07 00:00:00,Cholet,France,6-10,278.0,8.0,1,Forward-Center,Inactive,Wizards,2010,1,17,N
Ramon Sessions,1986-04-11 00:00:00,Nevada-Reno,USA,6-3,190.0,12.0,9,Guard,Inactive,Hornets,2007,2,56,N
Tom Sewell,1962-03-11 00:00:00,Lamar,USA,6-5,185.0,1.0,32,Guard,Inactive,Bullets,1984,1,22,N
Paul Seymour,1928-01-30 00:00:00,Toledo,USA,6-1,180.0,12.0,5,Guard,Inactive,Nationals,Undrafted,Undrafted,Undrafted,N
Lee Shaffer,1939-02-23 00:00:00,North Carolina,USA,6-7,220.0,3.0,22,Forward,Inactive,76ers,1960,1,5,N
Howie Shannon,1923-06-10 00:00:00,Kansas State,USA,6-2,175.0,2.0,8,Guard,Inactive,Celtics,1949,1,1,N
Shaedon Sharpe,2003-05-30 00:00:00,Kentucky,Canada,6-5,200.0,0.0,17,Guard,Active,Trail Blazers,2022,1,7,N
Walter Sharpe,1986-07-18 00:00:00,Alabama-Birmingham,USA,6-9,245.0,2.0,42,Forward,Inactive,Pistons,2008,2,32,N
John Shasky,1964-07-31 00:00:00,Minnesota,USA,6-11,235.0,3.0,55,Center,Inactive,Heat,1986,3,61,N
Casey Shaw,1975-07-20 00:00:00,Toledo,USA,6-11,255.0,2.0,53,Center,Inactive,76ers,1998,2,37,N
Marial Shayok,1995-07-26 00:00:00,Iowa State,Canada,6-5,198.0,2.0,35,Guard-Forward,Inactive,76ers,2019,2,54,N
Fred Sheffield,1923-11-05 00:00:00,Utah,USA,6-2,165.0,1.0,4,Forward,Inactive,Warriors,Undrafted,Undrafted,Undrafted,N
Steve Sheppard,1954-03-21 00:00:00,Maryland,USA,6-6,215.0,2.0,27,Forward,Inactive,Bulls,1977,2,30,N
Gene Short,1953-08-07 00:00:00,Jackson State,USA,6-6,200.0,1.0,20,Forward,Inactive,Knicks,1975,1,9,N
Purvis Short,1957-07-02 00:00:00,Jackson State,USA,6-7,210.0,12.0,45,Forward,Inactive,Warriors,1978,1,5,N
Alexey Shved,1988-12-16 00:00:00,CSKA Moscow,Russia,6-6,187.0,3.0,1,Guard,Inactive,Timberwolves,Undrafted,Undrafted,Undrafted,N
Pascal Siakam,1994-04-02 00:00:00,New Mexico State,Cameroon,6-8,230.0,6.0,43,Forward,Active,Raptors,2016,1,27,N
Sam Sibert,1949-02-11 00:00:00,Kentucky State,USA,6-7,215.0,1.0,25,Forward,Inactive,Kings,1972,2,19,N
Jerry Sichting,1956-11-29 00:00:00,Purdue,USA,6-1,168.0,10.0,12,Guard,Inactive,Pacers,1979,4,82,N
Larry Siegfried,1939-05-22 00:00:00,Ohio State,USA,6-3,190.0,9.0,20,Guard,Inactive,Celtics,1961,1,3,N
Jack Sikma,1955-11-14 00:00:00,Illinois Wesleyan,USA,6-11,230.0,14.0,43,Center,Inactive,SuperSonics,1977,1,8,N
Paul Silas,1943-07-12 00:00:00,Creighton,USA,6-7,220.0,16.0,36,Forward,Inactive,Hawks,1964,2,10,N
Mike Silliman,1944-05-04 00:00:00,Army,USA,6-6,225.0,1.0,4-27,Forward,Inactive,Braves,1966,8,69,N
Wayne Simien,1983-03-09 00:00:00,Kansas,USA,6-9,250.0,3.0,25,Forward,Inactive,Heat,2005,1,29,N
Bobby Simmons,1980-06-02 00:00:00,DePaul,USA,6-6,235.0,11.0,21,Forward,Inactive,Clippers,2001,2,41,N
Connie Simmons,1925-03-15 00:00:00,Flushing HS (NY),USA,6-8,222.0,10.0,4,Center,Inactive,Knicks,Undrafted,Undrafted,Undrafted,N
Johnny Simmons,1924-07-07 00:00:00,New York University,USA,6-1,184.0,1.0,6,Guard,Inactive,Celtics,Undrafted,Undrafted,Undrafted,N
Jonathon Simmons,1989-09-14 00:00:00,Houston,USA,6-6,195.0,5.0,14,Forward,Inactive,Spurs,2012,0,0,N
Miles Simon,1975-11-21 00:00:00,Arizona,USA,6-3,202.0,2.0,32,Guard,Inactive,Magic,1998,2,42,N
Anfernee Simons,1999-06-08 00:00:00,Edgewater HS (FL),USA,6-3,181.0,4.0,1,Guard,Active,Trail Blazers,2018,1,24,N
Diamon Simpson,1987-09-08 00:00:00,St. Mary's (CA),USA,6-7,230.0,2.0,20,Forward,Inactive,Rockets,Undrafted,Undrafted,Undrafted,N
Bob Sims,1938-10-09 00:00:00,Pepperdine,USA,6-5,220.0,1.0,12,Forward,Inactive,Hawks,1960,7,54,N
Doug Sims,1943-06-29 00:00:00,Kent State,USA,6-7,195.0,1.0,11,Forward,Inactive,Royals,Undrafted,Undrafted,Undrafted,N
Henry Sims,1990-03-27 00:00:00,Georgetown,USA,6-10,248.0,5.0,14,Center-Forward,Inactive,76ers,Undrafted,Undrafted,Undrafted,N
Jericho Sims,1998-10-20 00:00:00,Texas,USA,6-10,250.0,1.0,45,Center,Active,Knicks,2021,2,58,N
Kyle Singler,1988-05-04 00:00:00,Duke,USA,6-8,228.0,6.0,15,Forward,Inactive,Pistons,2011,2,33,N
Sean Singletary,1985-09-06 00:00:00,Virginia,USA,6-0,185.0,2.0,44,Guard,Inactive,Bobcats,2008,2,42,N
Chris Singleton,1989-11-21 00:00:00,Florida State,USA,6-9,228.0,3.0,31,Forward,Inactive,Wizards,2011,1,18,N
James Singleton,1981-07-20 00:00:00,Murray State,USA,6-8,230.0,6.0,3,Forward,Inactive,Clippers,Undrafted,Undrafted,Undrafted,N
Mckinley Singleton,1961-10-29 00:00:00,Alabama-Birmingham,USA,6-5,175.0,1.0,26,Forward,Inactive,Knicks,1984,6,120,N
Charlie Sitton,1962-07-03 00:00:00,Oregon State,USA,6-8,210.0,1.0,52,Forward,Inactive,Mavericks,1984,2,38,N
Scott Skiles,1964-03-05 00:00:00,Michigan State,USA,6-1,180.0,10.0,5,Guard,Inactive,Magic,1986,1,22,N
Al Skinner,1952-06-16 00:00:00,Massachusetts,USA,6-3,190.0,4.0,30,Guard,Inactive,Nets,1974,9,160,N
Talvin Skinner,1952-09-10 00:00:00,Maryland-Eastern Shore,USA,6-5,195.0,2.0,22,Forward,Inactive,SuperSonics,1974,3,44,N
Reggie Slater,1970-08-27 00:00:00,Wyoming,USA,6-7,255.0,9.0,35,Forward,Inactive,Raptors,Undrafted,Undrafted,Undrafted,N
Donald Sloan,1988-01-15 00:00:00,Texas A&M,USA,6-3,205.0,6.0,15,Guard,Inactive,Pacers,Undrafted,Undrafted,Undrafted,N
Uros Slokar,1983-05-14 00:00:00,Benetton Treviso,Slovenia,6-10,238.0,2.0,10,Forward,Inactive,Raptors,2005,2,58,N
Tom Sluby,1962-02-18 00:00:00,Notre Dame,USA,6-4,200.0,1.0,7,Guard,Inactive,Mavericks,1984,2,41,N
Alen Smailagic,2000-08-18 00:00:00,Beko,Serbia,6-10,215.0,3.0,6,Forward,Inactive,Warriors,2019,2,39,N
Keith Smart,1964-09-21 00:00:00,Indiana,USA,6-1,175.0,1.0,3,Guard,Inactive,Spurs,1988,2,41,N
Adrian Smith,1936-10-05 00:00:00,Kentucky,USA,6-1,180.0,10.0,10,Guard,Inactive,Royals,1958,15,85,N
Bingo Smith,1946-02-26 00:00:00,Tulsa,USA,6-5,195.0,11.0,7,Forward,Inactive,Cavaliers,1969,1,6,N
Bobby Smith,1937-08-20 00:00:00,West Virginia,USA,6-4,190.0,2.0,21,Guard,Inactive,Lakers,1959,3,18,N
